"Ticket ID","Subject","Full_Ticket_Text","Issue Type","Assigned Team","Severity"
653,"Laptop screen backlight flickering","The screen backlight on my laptop flickers rapidly when the system is under load.","Hardware","Desktop Support","Medium"
654,"DHCP scope nearing exhaustion in main office","The DHCP pool for the main office network is at 95% utilization. We need to expand the scope immediately.","Network","Networking","High"
655,"Custom application reporting slow performance","The internal document processing application takes over 30 seconds to load any document. This used to take 3 seconds.","Software","Application Support","High"
656,"Faulty monitor power cable","The power cable for my secondary monitor is failing intermittently. The monitor randomly turns off and back on.","Hardware","Desktop Support","Low"
657,"Need MFA temporary exemption for travel","I am traveling to a remote location without mobile service. I need a 48-hour temporary exemption from MFA to access the VPN.","Account/Access","Security & Access","High"
658,"VoIP phones losing registration","All desk phones in the Sales department are losing SIP registration and showing 'No Service'. Check PoE switch for that segment.","Network","Networking","High"
659,"Database server showing high I/O wait times","The database server is experiencing critical I/O wait times, significantly slowing down all database operations. Storage issue suspected.","Database","Database Ops","Critical"
660,"Outlook client not downloading images","Outlook is blocking all external images in all incoming emails, even for trusted senders, despite security settings being set to allow.","Software","Application Support","Low"
661,"New wireless access point needs configuration","A new AP has been installed in the east wing of the 5th floor, but it is unconfigured and not broadcasting a signal.","Network","Networking","Low"
662,"User requires access to former manager's mailbox","User S. Taylor needs delegate access to her former manager's mailbox for 30 days to handle outstanding customer correspondence.","Account/Access","Security & Access","Medium"
663,"Laptop trackpad not responding","The integrated trackpad on my laptop is completely unresponsive. External USB mouse works fine.","Hardware","Desktop Support","Low"
664,"Inter-VLAN routing failure on L3 switch","Traffic between the Engineering and HR VLANs is failing to route correctly on the Layer 3 core switch.","Network","Networking","High"
665,"Microsoft Excel crashing when opening saved files","Excel crashes every time I try to open a file that was saved yesterday. New files open fine.","Software","Application Support","Medium"
666,"Ergonomic chair broken piston","The gas piston on my ergonomic office chair is broken, and the seat slowly sinks to the lowest position.","Hardware","Desktop Support","Low"
667,"Need to change user's security group name","The security group 'Dev_Project_X_Users' needs to be renamed to 'Dev_Project_Gamma_Users'.","Account/Access","Security & Access","Low"
668,"Router NAT translation table full","The NAT translation table on the main router is full, preventing new outbound connections from being established.","Network","Networking","High"
669,"Database server restart required for OS patch","Need to schedule and perform a restart of the production database server to apply a mandatory OS security patch.","Database","Database Ops","Medium"
